Species,Fire exposure (%),Metal exposure (%)
Psychotria_apoda,0.85,4.72
Psychotria_bolivarensis,0.52,1.74
Psychotria_borjensis,2.4,15.46
Psychotria_brazaoi,2.43,0
Psychotria_buchtienii,1.39,4.76
Psychotria_canescens,2.43,0
Psychotria_capitata,2.04,11.16
Psychotria_carthagenensis,3.79,16.61
Psychotria_contracta,10.07,0
Psychotria_crocochlamys,0.65,1.68
Psychotria_ctenophora,0.14,2.97
Psychotria_cujabensis,13.74,0
Psychotria_cupularis,1.28,10.35
Psychotria_debilis,2.43,0
Psychotria_egensis,1.85,13.22
Psychotria_ernestii,2.85,14.74
Psychotria_farameoides,0.25,0
Psychotria_hemicephaelis,0.71,3.11
Psychotria_huantensis,2.86,3.3
Psychotria_humboldtiana,0.59,5.55
Psychotria_irwinii,0.81,20.95
Psychotria_japurensis,1,1.08
Psychotria_kaieteurensis,0.02,0
Psychotria_krukovii,1.49,0
Psychotria_kuhlmannii,2.43,0
Psychotria_limitanea,0.38,0.29
Psychotria_lindenii,1,1.46
Psychotria_longicuspis,1.35,3.9
Psychotria_lourteigiana,0.45,1.78
Psychotria_manausensis,1.8,2.99
Psychotria_mapourioides,2.55,14.24
Psychotria_megacephala,7.53,0
Psychotria_melanotricha,16.21,0
Psychotria_microbotrys,0.9,6.27
Psychotria_multiplex,16.21,0
Psychotria_ostreophora,1.46,1.29
Psychotria_parimensis,0.17,0
Psychotria_pebasensis,0.31,1.58
Psychotria_peruviana,1.1,1.66
Psychotria_pichisensis,1.82,5.68
Psychotria_pilosa,0.66,4.56
Psychotria_polycephala,1.59,7.84
Psychotria_potaroensis,0.38,1.47
Psychotria_prunifolia,4.26,6.17
Psychotria_ramiflora,1.23,0
Psychotria_remota,1.22,11.55
Psychotria_rigescens,2.43,0
Psychotria_romolerouxiana,0,0.33
Psychotria_santaremica,4.07,8.57
Psychotria_scabrifolia,2.42,0.12
Psychotria_schomburgkii,0.57,0
Psychotria_semifissa,2.43,0
Psychotria_spadicea,0.5,0.32
Psychotria_spectabilis,0.3,6.67
Psychotria_subundulata,1.41,5.89
Psychotria_tenerior,8.12,0.98
Psychotria_trichocephala,0.76,7.94
Psychotria_trichophoroides,1.66,8.95
Psychotria_trichotoma,1.78,5.61
Psychotria_turbinella,3.21,5.29
Psychotria_vellerea,6.71,0
Psychotria_vichadensis,1.53,1.12
Psychotria_villosa,0.93,1.22
Psychotria_williamsii,0.24,1.17
Psychotria_wurdackii,0.12,0.95
Psychotria_yapasensis,1.64,0
Psychotria_zepelaciana,1.61,0.01
Psyllocarpus_campinorum,9.45,0
Psyllocarpus_psyllocarpoides,1.33,0
Pterandra_hirsuta,12.71,0.01
Pterocarpus_rohrii,2.43,20.42
Pterogastra_minor,1.1,0.89
Pterolepis_buraeavii,11.68,8.84
Pterygota_amazonica,2.32,3.31
Ptychopetalum_uncinatum,2.43,12.06
Pulchranthus_adenostachyus,1.68,2.02
Pulchranthus_congestus,2.14,2.05
Pyrostegia_venusta,5.16,15.19
Qualea_brevipedicellata,0.3,4.97
Qualea_dinizii,2.14,14.9
Qualea_homosepala,4.51,3.93
Qualea_paraensis,3.25,16.29
Qualea_psidiifolia,1.74,6.08
Qualea_rupicola,7.1,1.49
Qualea_sprucei,0.3,3.47
Qualea_tessmannii,2.96,8.34
Quararibea_amazonica,1.17,7.53
Quararibea_cordata,4.37,4.56
Quararibea_guianensis,1.15,12.22
Quararibea_wittii,2.11,5.78
Quassia_amara,1.65,6.21
Quekettia_microscopica,0.15,6.52
Quiina_attenuata,0.06,0.59
Quiina_cruegeriana,0.67,16.36
Quiina_florida,2.26,13.42
Quiina_guianensis,0.35,18.68
Quiina_leptoclada,0.93,3.21
Quiina_longifolia,0.27,0.62
Quiina_macrophylla,0.9,12.18
Quiina_maracaensis,6.83,0.01
Quiina_obovata,0.79,9.94
Quiina_oiapocensis,0.3,15.08
Quiina_paraensis,4.8,6.81
Quiina_pteridophylla,3.45,12.67
Quiina_tinifolia,0.14,0.59
Randia_amazonasensis,0.15,1.02
Randia_calycina,3.11,2.97
Randia_hebecarpa,1.72,14.68
Randia_hondensis,0.65,1.17
Randia_killipii,0.67,1.74
Randia_tessmannii,0.24,0
Rapatea_circasiana,0.25,0.13
Rapatea_longipes,0.08,0.25
Rapatea_paludosa,1.04,16
Rapatea_spruceana,0.43,0.24
Rapatea_ulei,0.4,3.04
Rapatea_xiphoides,3.02,0
Raputia_heptaphylla,0.66,0.38
Raputia_maroana,0.29,0
Raputia_praetermissa,1.44,0
Raputiarana_subsigmoidea,1.49,1.83
Raritebe_palicoureoides,1.08,2.53
Rauvolfia_paraensis,2.98,34.23
Rauvolfia_polyphylla,0.62,2.86
Rauvolfia_praecox,3.41,8.59
Rauvolfia_sprucei,1.81,6.6
Recordoxylon_stenopetalum,0.28,1.19
Reimarochloa_aberrans,2.31,0
Reimarochloa_acuta,7.63,3.98
Remijia_amazonica,3.95,6.89
Remijia_argentea,0.43,1.37
Remijia_densiflora,0.45,2.89
Remijia_morilloi,0.29,11.63
Remijia_pacimonica,1.09,2.61
Renealmia_breviscapa,2.78,8.96
Renealmia_krukovii,0.54,0.2
Renealmia_monosperma,1.48,10.74
Renealmia_nicolaioides,0.83,2.26
Retiniphyllum_concolor,0.52,3.76
Retiniphyllum_pilosum,0.35,2.51
Retiniphyllum_scabrum,0.28,4.53
Retiniphyllum_secundiflorum,0.12,0.05
Retiniphyllum_truncatum,2.52,0.36
Rhabdadenia_biflora,0.91,3.83
Rhabdadenia_madida,2.46,9.44
Rhabdodendron_amazonicum,1.13,11.28
Rhabdodendron_macrophyllum,1.9,0.15
Rhamnidium_elaeocarpum,5.39,6.39
Rhodospatha_latifolia,0.86,9.14
Rhodostemonodaphne_dioica,4.67,2.96
Rhodostemonodaphne_grandis,0.34,14.67
Rhodostemonodaphne_juruensis,1.79,8.96
Rhodostemonodaphne_licanioides,0.05,0.88
Rhodostemonodaphne_longiflora,1.61,0.01
Rhodostemonodaphne_mirecolorata,0.63,0
Rhodostemonodaphne_morii,0.1,8.37
Rhodostemonodaphne_parvifolia,0.75,0.01
Rhodostemonodaphne_peneia,2.45,2.46
Rhodostemonodaphne_praeclara,0.44,10.94
Rhodostemonodaphne_revolutifolia,0.02,0.14
Rhodostemonodaphne_rufovirgata,0.07,10.17
Rhodostemonodaphne_saulensis,0.05,0
Rhodostemonodaphne_synandra,1.62,2.33
Rhodothyrsus_macrophyllus,1.24,10.88
Rhynchanthera_hispida,10.32,4.23
Rhynchanthera_serrulata,4.73,5.99
Rhyncholacis_crassipes,8.1,0
Rhyncholacis_hydrocichorium,0.25,0.01
Rhyncholacis_oligandra,2.21,0
Rhynchosia_phaseoloides,3.86,9.18
Rhynchospora_albida,0.33,4.82
Rhynchospora_albomarginata,0.9,5.39
Rhynchospora_amazonica,1.72,6.71
Rhynchospora_barbata,3.82,17.57
Rhynchospora_capitata,0.31,0.94
Rhynchospora_comata,2.41,9.02
Rhynchospora_gigantea,0.74,4.86
Rhynchospora_hirta,13.54,0.48
Rhynchospora_polyphylla,0.82,4.15
Rhynchospora_radicans,1.19,7.94
Rhynchospora_rigidifolia,0.41,0.02
Rhynchospora_schomburgkiana,0.52,0.66
Rhynchospora_subplumosa,0.97,6.34
Rhynchospora_trichophora,2.43,0
Richeria_dressleri,2.41,2.24
Richeria_grandis,2.33,20.25
Rinorea_amapensis,1.7,10.02
Rinorea_apiculata,1.6,3.54
Rinorea_flavescens,1.33,14.2
Rinorea_guianensis,3.84,13.53
Rinorea_lindeniana,2.09,16.16
Rinorea_macrocarpa,1.73,14.34
Rinorea_melanodonta,2.16,4.3
Rinorea_neglecta,3.11,11.77
Rinorea_ovalifolia,9.46,3.75
Rinorea_paniculata,1.06,17.38
Rinorea_pectinosquamata,0.06,4.34
Rinorea_pubiflora,2.65,18.47
Rinorea_racemosa,1.36,4.59
Rinorea_riana,1.75,9.24
Rinorea_viridifolia,2.86,7.84
Rodriguezia_candida,15.62,0
Rodriguezia_leeana,0,0.01
Rodriguezia_luteola,7.7,0.73
Rondonanthus_capillaceus,0.4,0.58
Rosenbergiodendron_densiflorum,0.73,5.14
Roucheria_columbiana,1.95,9.07
Roupala_obtusata,3.02,7.43
Rourea_accrescens,0.36,0.79
Rourea_camptoneura,1.81,5.91
Rourea_cuspidata,2.06,10.47
Rourea_frutescens,0.23,5.54
Rourea_glabra,1.52,2.16
Rourea_grosourdyana,1.23,0.5
Rourea_kappleri,0.16,7.01
Rourea_puberula,3.92,7.66
Rourea_pubescens,0.2,2.77
Rourea_revoluta,0.07,0.07
Rourea_surinamensis,0.22,4.85
Ruagea_hirsuta,1.69,4.34
Ruagea_insignis,1.09,7.52
Ruagea_pubescens,0.68,3.5
Rudgea_ayangannensis,1.12,0
Rudgea_bacciflora,2.43,0
Rudgea_canephorantha,8.36,0.27
Rudgea_cardonae,0,0.22
Rudgea_cornigera,0.19,11.6
Rudgea_crassiloba,3.88,12.91
Rudgea_foveolata,1.03,0
Rudgea_graciliflora,0.98,11.95
Rudgea_guyanensis,1.73,27.76
Rudgea_japurensis,0.47,3.13
Rudgea_lanceifolia,1.32,11.2
Rudgea_palmarum,1.05,0
Rudgea_poeppigii,1.58,5.18
Rudgea_psychotriifolia,1.29,1.61
Rudgea_sclerocalyx,1.17,8.83
Rudgea_sessiliflora,0.77,1.45
Rudgea_stipulacea,2.2,11.77
Rudgea_verticillata,1.52,16.61
Rudgea_viburnoides,8.33,8.1
Ruellia_beyrichiana,5.16,1.7
Ruellia_costata,15.06,2.21
Ruellia_menthoides,3.38,5.41
Ruellia_nitida,8.5,1.65
Ruellia_proxima,2.46,3.73
Ruellia_tarapotana,2.01,1.27
Rugoloa_pilosa,3.05,9.75
Ruizodendron_ovale,2.13,6.09
Ruizterania_albiflora,1.22,5.04
Ruizterania_belemnensis,0,0
Ruizterania_clavata,16.17,0
Ruizterania_obtusata,0.44,4.36
Ruizterania_trichanthera,1.1,2.24
Ruizterania_wittrockii,10.16,7.14
Ruprechtia_brachysepala,3.78,12.54
Ruprechtia_tenuiflora,1.08,0.01
Ruptiliocarpon_caracolito,0.09,4.3
Rustia_rubra,1.31,2.48
Rustia_schunkeana,0,3.05
Rustia_thibaudioides,1.18,0.01
Rustia_viridiflora,0,0
Ryania_angustifolia,2.23,5.6
Ryania_canescens,8.51,28.63
Ryania_mansoana,15.14,2.02
Ryania_pyrifera,1.79,12.2
Ryania_spruceana,0.8,4.65
Sabicea_brachycalyx,0.49,1.59
Sabicea_burchellii,2.38,0
Sabicea_cinerea,0.29,3.72
Sabicea_glabrescens,2.11,11.03
Sabicea_mollissima,6.2,6.05
Sabicea_oblongifolia,0.18,4.15
Sabicea_parva,2.96,0.17
Sabicea_trailii,3.61,0
Sabicea_umbellata,3.14,2.94
Sabicea_velutina,0.71,5.74
Sacciolepis_angustissima,3.7,9.41
Sacciolepis_otachyrioides,9.54,1.46
Sacciolepis_striata,0.29,2.62
Sacciolepis_vilvoides,2.32,1.52
Sacoglottis_amazonica,2.44,11.3
Sacoglottis_guianensis,3.21,18.15
Sacoglottis_mattogrossensis,3.46,18.08
Sagittaria_rhombifolia,4.52,9.52
Salacia_amplectens,1.03,8.81
Salacia_elliptica,3.61,17.79
Salacia_impressifolia,2.58,16.43
Salacia_kanukuensis,0.05,1.8
Salacia_maburensis,0.03,3.65
Salacia_opacifolia,0.75,3.48
Samanea_tubulosa,4.46,6.6
Sanchezia_arborea,8.7,0
Sanchezia_longiflora,0.07,2.02
Sanchezia_megalia,1.52,2.19
Sanchezia_oblonga,1.01,4.91
Sanchezia_ovata,0.89,2.69
Sanchezia_pulchra,1.41,0
Sanchezia_scandens,1.47,1.51
Sanchezia_sprucei,2.16,1.62
Sanchezia_tarapotensis,0.33,0.79
Sanchezia_tigrina,0.76,1.32
Sandemania_hoehnei,4.37,5.82
Sandwithia_heterocalyx,0.4,14.17
Sapium_laurifolium,1.03,4.8
Sapium_marmieri,3.41,11.77
Sarcaulus_brasiliensis,1.64,17.41
Sarcaulus_vestitus,3.45,2.23
Sarcoglottis_grandiflora,4.01,0.87
Satyria_cerander,0.1,1.57
Satyria_panurensis,0.72,4.36
Sauvagesia_amoena,1.09,0
Sauvagesia_deflexifolia,5.09,5.67
Sauvagesia_falcisepala,0,0
Sauvagesia_fruticosa,1.14,2.02
Sauvagesia_ramosa,1.11,4.19
Sauvagesia_ramosissima,1.55,1.11
Sauvagesia_sprengelii,1.53,10.82
Sauvagesia_tafelbergensis,0.02,1.13
Scaphyglottis_emarginata,0.8,1.4
Scaphyglottis_graminifolia,1.4,13.2
Scaphyglottis_modesta,0.71,8
Scaphyglottis_stellata,2.37,16.35
Schefflera_acuminata,2.05,1.4
Schefflera_decaphylla,3.9,7.9
Schefflera_dichotoma,0,0.01
Schefflera_distractiflora,10.45,3.3
Schefflera_morototoni,2.83,21.57
Schefflera_patula,1.44,2.33
Schefflera_pentandra,1.32,3.53
Schefflera_sessiliflora,0.14,0.13
Schefflera_sprucei,1,2.42
Schiekia_orinocensis,2.76,6.72
Schismatoglottis_americana,0.48,0
Schistostemon_macrophyllum,0.77,0.68
Schistostemon_retusum,0.07,0
Schizocalyx_condoricus,0.15,0.36
Schlegelia_parviflora,0.28,6.55
Schlegelia_spruceana,0.29,4.81
Schoenocephalium_cucullatum,0.28,0.24
Schoenocephalium_teretifolium,0.29,0.21
Schoepfia_brasiliensis,0.55,3.53
Schradera_polycephala,0.47,6.73
Schradera_surinamensis,0.05,2.31
Schradera_ternata,0.08,0.01
Schwenckia_grandiflora,2.7,11.81
Schwenckia_heterantha,0.63,0.02
Sciadotenia_cayennensis,0.19,11.47
Sciadotenia_pachnococca,0.32,0
Sciadotenia_paraensis,1.06,0
Sciadotenia_sagotiana,0.95,0
Sciadotenia_sprucei,0.76,2.99
Sciadotenia_toxifera,1.38,4.29
Sciaphila_corymbosa,0.16,0.37
Sciaphila_oligantha,0.31,0
Sciaphila_purpurea,1.24,7.06
Sciaphila_rubra,0.2,0
Scleria_bracteata,3.29,13.17
Scleria_comosa,13.67,15.98
Scleria_hirtella,4.39,14.91
Scleria_latifolia,1.62,16.82
Scleria_macrophylla,3.6,18.27
Scleria_martii,2.87,7.39
Scleria_ramosa,2.02,10.03
Scleria_reticularis,4.08,5.4
Scleria_retroserrata,2.43,0
Scleria_scabra,5.48,10.27
Scleria_stipularis,2.4,11.9
Scleria_tenella,3.74,5.8
Scleria_verticillata,4.19,4.03
Scleronema_micranthum,0.32,1.45
Scoparia_dulcis,2.77,18.73
Scutellaria_incarnata,0.41,0.21
Scutellaria_leucantha,1.01,0.73
Secondatia_densiflora,5.33,14.34
Securidaca_divaricata,0.74,8.81
Securidaca_longifolia,0.92,3.72
Securidaca_maguirei,0.58,0
Securidaca_marginata,1.1,3.51
Securidaca_prancei,0.18,1.75
Securidaca_volubilis,2.11,14.44
Seguieria_americana,3.8,15.67
Selenipedium_palmifolium,0.18,0.01
Senefelderopsis_chiribiquetensis,0.9,0.73
Senegalia_alemquerensis,10.02,6.47
Senegalia_altiscandens,3.68,4.51
Senegalia_loretensis,4.18,5.73
Senegalia_macbridei,2.76,4.71
Senegalia_multipinnata,3.4,12.21
Senegalia_riparia,6.11,11.44
Senna_bacillaris,1.2,12.57
Senna_herzogii,2.85,2.18
Senna_kuhlmannii,4.9,1.33
Senna_latifolia,2.81,17.88
Senna_macranthera,2.47,2.63
Senna_obliqua,1.29,2.15
Senna_pendula,4.08,11.59
Senna_ruiziana,1.35,5.33
Senna_rupununiensis,6.16,0
Senna_sandwithiana,0.27,5.52
Senna_silvestris,3.47,19.97
Septotheca_tessmannii,2.66,0
Serjania_altissima,5.87,13.52
Serjania_dibotrya,3.48,5.06
Serjania_elongata,3.4,2.52
Serjania_erecta,13.01,1.32
Serjania_glutinosa,9.39,3.71
Serjania_grandifolia,1.39,11.04
Serjania_inscripta,1.14,1.25
Serjania_leptocarpa,1.55,5.52
Serjania_marginata,7.65,3.71
Serjania_matogrossensis,2.43,0
Serjania_paniculata,1.58,1.72
Serjania_pannifolia,6.8,3.55
Serjania_paucidentata,3.44,14.21
Serjania_rubicaulis,3.4,7.79
Serjania_souzana,6.37,6.97
Serjania_tenuifolia,3.08,3.1
Setaria_tenax,2.29,1.12
Setaria_vulpiseta,1.43,13.9
Sicydium_diffusum,2.19,4
Sida_rivulicola,2.43,0
Simaba_polyphylla,0.97,9.91
Simira_corumbensis,9.89,2.96
Simira_paraensis,2.43,12.83
Simira_rubescens,3.72,12.99
Simira_williamsii,1.42,0
Simira_wurdackii,0.49,2.15
Siolmatra_brasiliensis,5.38,2.6
Sipanea_biflora,0.92,11.93
Sipanea_cowanii,0.04,0.21
Sipanea_galioides,0.47,21.06
Sipanea_gleasonii,0.04,5.89
Sipanea_hispida,3.17,6.79
Sipanea_prancei,0,0
Siparuna_aspera,0.97,5
Siparuna_cervicornis,1.13,6.95
Siparuna_cristata,1.17,12.62
Siparuna_ficoides,0.32,0
Siparuna_glycycarpa,3.31,5.78
Siparuna_guianensis,3.33,20.49
Siparuna_lepidota,0.36,2.3
Siparuna_macrotepala,0.15,0.72
Siparuna_ovalis,2.1,4.26
Siparuna_pachyantha,0.33,6.48
Siparuna_petasiformis,2.43,6.69
Siparuna_poeppigii,3,12.64
Siparuna_reginae,1.83,11.72
Siparuna_sarmentosa,4.05,18.66
Siparuna_schimpffii,0.14,2.1
Siparuna_sessiliflora,0.8,5.86
Siparuna_thecaphora,1.64,6.26
Siphanthera_fasciculata,0.51,3.03
Siphoneugena_dussii,2.9,11.85
Sloanea_davidsei,0.14,0.56
Sloanea_echinocarpa,0.09,0
Sloanea_eichleri,1.85,16.29
Sloanea_fragrans,1.98,5.52
Sloanea_grandis,7.68,0
Sloanea_kuhlmannii,0,0
Sloanea_latifolia,1.32,13.23
Sloanea_laurifolia,2.16,15
Sloanea_multiflora,0.95,8.46
Sloanea_obtusa,3.46,0.01
Sloanea_pubescens,1.23,8.52
Sloanea_robusta,0.61,2.9
Sloanea_subpsilocarpa,2.46,0
Sloanea_synandra,1.15,8.71
Sloanea_tuerckheimii,0.83,12.15
Smilax_rufescens,4.45,7.61
Smilax_santaremensis,5.74,10.16
Sobralia_crocea,0.66,2.06
Sobralia_fragrans,0.63,5.13
Sobralia_granitica,0.65,0
Sobralia_liliastrum,1.97,14.46
Sobralia_macrophylla,1.32,5.11
Sobralia_stenophylla,0.48,10
Sobralia_valida,0.28,1.41
Sobralia_violacea,1.19,6.29
Socratea_exorrhiza,2.07,16.54
Socratea_salazarii,1.42,1.36
Soemmeringia_semperflorens,7.81,16.13
Sohnreyia_ulei,0.54,0
Solandra_grandiflora,5.11,1.53
Solanum_abutilifolium,3.07,1.96
Solanum_acanthodes,2.31,10.17
Solanum_altissimum,0.77,6.8
Solanum_arboreum,0.81,3.64
Solanum_asperum,4.39,12.03
Solanum_aturense,0.53,4.28
Solanum_barbeyanum,1,3.81
Solanum_bicolor,1.21,5.29
Solanum_calidum,0.22,9.91
Solanum_campaniforme,4.32,8.57
Solanum_coriaceum,1.09,10.53
Solanum_costatum,0.15,2.16
Solanum_davidsei,0.93,1.2
Solanum_grandiflorum,1.72,5.03
Solanum_jamaicense,1.89,12.03
Solanum_lepidotum,1.07,10.33
Solanum_leptopodum,0.79,1.35
Solanum_leucopogon,1.09,5.22
Solanum_mite,2.14,5.22
Solanum_morellifolium,1.6,3.89
Solanum_morii,0.08,3
Solanum_nemorense,1.47,4.41
Solanum_nudum,1.64,5.11
Solanum_obliquum,6.09,6.89
Solanum_paludosum,2.49,9.65
Solanum_pedemontanum,2.56,4.37
Solanum_pendulum,3.57,4.86
Solanum_placitum,9.13,3.17
Solanum_quaesitum,6.63,4.37
Solanum_riparium,2.66,5.83
Solanum_robustifrons,1.86,6.76
Solanum_rubiginosum,1.8,7.51
Solanum_rugosum,2.32,19.25
Solanum_semotum,1.75,7.72
Solanum_sisymbriifolium,3.77,6.07
Solanum_tegore,2.32,8.88
Solanum_tricuspidatum,1.23,26.65
Solanum_uncinellum,2.83,21.28
Solanum_unilobum,3.31,1.97
Solanum_urticans,6.81,0.63
Solanum_velutinum,2.9,12.3
Solanum_yanamonense,0.49,0.12
Soridium_spruceanum,2.67,5.25
Sorocea_pubivena,1.08,13.55
Souroubea_guianensis,1.48,12.77
Spachea_elegans,1.64,6.65
Spachea_tricarpa,0.1,1.75
Sparattanthelium_glabrum,1.73,5.58
Sparattanthelium_guianense,0.32,9.73
Sparattanthelium_wonotoboense,1.86,8.21
Spathiphyllum_juninense,0.94,2.41
Spathiphyllum_lechlerianum,1.64,5.16
Spermacoce_confusa,2.68,3.12
Spermacoce_exilis,0.78,0
Spermacoce_prostrata,0.9,14.09
Sphaeradenia_amazonica,0.3,0.13
Sphinctanthus_aurantiacus,1.02,0
Sphinctanthus_maculatus,0.92,4.91
Sphinctanthus_striiflorus,2.62,7.24
Spigelia_macrophylla,8.27,0.03
Spigelia_scabra,1.39,3.17
Spiranthera_guianensis,0.29,4.62
Spondias_mombin,2.99,19.57
Spongiosperma_cataractarum,0.86,3.25
Spongiosperma_grandiflorum,6.53,8.02
Spongiosperma_longilobum,0.29,2.14
Sporobolus_cubensis,2.24,2.26
Stachyarrhena_reticulata,0.48,1.49
Stachyarrhena_spicata,2,8.71
Stachytarpheta_jamaicensis,0.6,2.16
Stanhopea_grandiflora,0.14,0
Staurogyne_linearifolia,0.05,1.46
Stelis_argentata,1.1,51.13
Stelis_lindleyana,2.75,0
Stelis_ophioglossoides,0.16,0
Stelis_purpurea,0.91,5.85
Stelis_tristyla,3.01,0.31
Stemodia_verticillata,1.73,5.96
Stenopadus_campestris,0.24,0.2
Stenopadus_talaumifolius,0.43,1.4
Stenospermation_ulei,0.37,0.15
Stenostephanus_longistaminus,2.57,4.94
Stenostomum_acreanum,1.45,10.58
Sterculia_amazonica,0.25,1.33
Sterculia_apetala,4.03,10.14
Sterculia_colombiana,0.98,8.19
Sterculia_excelsa,3.43,9.23
Sterculia_frondosa,0.82,10.99
Sterculia_guianensis,0.04,0.35
Sterculia_peruviana,0.74,6.91
Sterculia_pruriens,2.53,16.4
Sterculia_rigidifolia,0,0
Sterculia_rugosa,0.79,5.62
Sterculia_striata,10.12,6.76
Sterigmapetalum_guianense,0.33,4.01
Steriphoma_peruvianum,1.41,0
Stigmaphyllon_adenodon,1.98,3.41
Stigmaphyllon_convolvulifolium,0.42,2.65
Stigmaphyllon_florosum,3.87,5.07
Stigmaphyllon_lacunosum,0.88,4.84
Stigmaphyllon_maynense,2.09,1.6
Stigmaphyllon_palmatum,3,15.56
Stigmaphyllon_paraense,11.51,8.97
Stigmaphyllon_puberum,0.76,4.55
Stigmaphyllon_stylopogon,9.22,0.01
Stizophyllum_perforatum,12.77,0.24
Stomatochaeta_condensata,0.43,0.36
Stomatochaeta_cylindrica,0.09,3.59
Streptochaeta_spicata,2.34,4.57
Streptogyna_americana,3.66,10.64
Stromanthe_tonckat,0.32,4.33
Struthanthus_elegans,2.38,0
Struthanthus_nigricans,2.43,0
Struthanthus_orbicularis,2.59,4.32
Struthanthus_rubens,2.43,0
Struthanthus_syringifolius,2.58,2.55
Strychnos_amazonica,0.83,2.93
Strychnos_asperula,3.85,5.95
Strychnos_diaboli,0.68,13.55
Strychnos_divaricans,16.39,0
Strychnos_eugeniifolia,0,0.01
Strychnos_froesii,2.81,11.42
Strychnos_glabra,3.32,15.08
Strychnos_guianensis,2.89,17.1
Strychnos_jobertiana,1.63,13.79
Strychnos_melinoniana,0.14,4.46
Strychnos_mitscherlichii,1.38,12.67
Strychnos_panurensis,1.52,12.96
Strychnos_parviflora,2.27,2.68
Strychnos_peckii,3.81,13.05
Strychnos_progeliana,0.32,0
Strychnos_ramentifera,2.03,4.55
Strychnos_rondeletioides,2.48,14.93
Strychnos_subcordata,2.56,4.65
Strychnos_toxifera,1.16,8.81
Strychnos_xinguensis,1.49,0
Stryphnodendron_foreroi,5.46,2.87
Stryphnodendron_guianense,3.51,17.63
Stryphnodendron_polystachyum,1.54,8.86
Stryphnodendron_pulcherrimum,3.6,16.8
Stryphnodendron_roseiflorum,1.63,0.01
Stylogyne_ardisioides,2.47,5.33
Stylogyne_bracteolata,0.04,0.19
Stylogyne_micrantha,1.2,10.9
Stylogyne_nigricans,1.8,3.37
Stylogyne_serpentina,1.23,8.19
Styrax_glaber,0.4,15.45
Styrax_glabratus,0.5,4.83
Styrax_longipedicellatus,0,0
Styrax_pallidus,0.22,5.27
Styrax_pentlandianus,1.31,2.47
Swartzia_acuminata,0.98,6.56
Swartzia_anomala,0.7,1.84
Swartzia_apiculata,0.09,0.16
Swartzia_arumateuana,6.95,1.3
Swartzia_bannia,0.52,1.57
Swartzia_benthamiana,0.51,38.9
Swartzia_bombycina,0.09,0.25
Swartzia_brachyrachis,3.05,8.42
Swartzia_calva,0.53,4.87
Swartzia_canescens,0.01,1.13
Swartzia_cardiosperma,0.88,2.89
Swartzia_corrugata,0.84,7.18
Swartzia_cupavenensis,0.31,0.23
Swartzia_discocarpa,9.93,2.35
Swartzia_grandifolia,1.78,11.68
Swartzia_hostmannii,0.18,1.1
Swartzia_iniridensis,0.24,0.66
Swartzia_jorori,3.86,3.04
Swartzia_kaieteurensis,0.25,0.01
Swartzia_krukovii,4.11,0.2
Swartzia_laevicarpa,0.62,3.45
Swartzia_latifolia,2.9,7.41
Swartzia_laurifolia,6.47,48.06
Swartzia_laxiflora,4.88,7.16
Swartzia_leblondii,0.12,0.13
Swartzia_longipedicellata,0,0
Swartzia_lucida,12.73,4.99
Swartzia_macrocarpa,1.19,1.52
Swartzia_macrosema,0.32,1.52
Swartzia_maguirei,0.47,2.11
Swartzia_martii,0.17,0.39
Swartzia_myrtifolia,2.06,5.47
Swartzia_oblanceolata,2.09,11.91
Swartzia_obscura,4.07,2.6
Swartzia_oedipus,0.33,1.64
Swartzia_panacoco,1.06,9.8
Swartzia_parvifolia,0.3,0.14
Swartzia_peruviana,5.25,0.56
Swartzia_piarensis,0.17,3.97
Swartzia_polyphylla,1.39,11.5
Swartzia_ramiflora,0.95,0.01
Swartzia_reticulata,0.97,0.78
Swartzia_rugosa,6.12,1.07
Swartzia_schomburgkii,0.44,44.28
Swartzia_schultesii,0.42,0.27
Swartzia_trianae,4.2,0.07
Swartzia_vaupesiana,0.38,0.63
Swartzia_velutina,0.53,0
Swietenia_macrophylla,3.33,10.7
Syagrus_cocoides,7.82,6.98
Syagrus_orinocensis,1.76,0.01
Symbolanthus_elisabethae,0.68,3.68
Symplocos_acananensis,0.63,0
Symplocos_arechea,1.62,4.85
Syngonanthus_anomalus,2.56,8.87
Syngonanthus_bellus,7.57,11.9
Syngonanthus_heteropeploides,2.43,0
Syngonanthus_humboldtii,4.07,7.52
Syngonanthus_longipes,2.18,6.72
Syngonanthus_ottohuberi,0.15,0
Syngonanthus_simplex,0.72,4.26
Syngonanthus_umbellatus,2.65,10.81
Syngonium_yurimaguense,2.4,8.32
Tabebuia_fluviatilis,1.48,5.26
Tabebuia_pilosa,1.3,0.06
Tabebuia_stenocalyx,0.27,4.49
Tabernaemontana_angulata,4.91,7.36
Tabernaemontana_cerea,0.42,3.42
Tabernaemontana_cumata,0.6,0
Tabernaemontana_cymosa,2.89,12.78
Tabernaemontana_disticha,0.26,5.09
Tabernaemontana_flavicans,3.56,12.12
Tabernaemontana_grandiflora,0.82,6.16
Tabernaemontana_heterophylla,2.3,18.22
Tabernaemontana_sananho,1.9,14.75
Tabernaemontana_siphilitica,2.3,18.93
Tachia_grandifolia,0.28,0.91
Tachia_occidentalis,0.41,4.34
Tachigali_alba,4.34,8.41
Tachigali_candelabrum,1.04,0
Tachigali_cavipes,0.77,3.05
Tachigali_dwyeri,0.08,0.1
